"P2M0CI230016","159A0815","00000000",6236.00,"00014006",35788.00,256.00,256.00,.00,"MAIN_RADIO",2018/3/5 16:52:09,73.26,"false"
"P2M0CI230016","159A0815","00000000",6231.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 16:53:27,59.89,"false"
"P2M0CI230016","159A0815","00000000",6222.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 16:55:15,53.25,"false"
"P2M0CI230016","159A086C","00000000",6208.00,"00014006",35788.00,9.00,9.00,2233.00,"",2018/3/5 16:56:50,62.06,"true"
"P2M0CI230017","1599DDFA","00000000",6239.00,"00014006",35788.00,9.00,9.00,2241.00,"",2018/3/5 16:58:27,64.45,"true"
"P2M0CI230018","1599DDC5","00000000",6221.00,"00014006",35788.00,9.00,9.00,2222.00,"",2018/3/5 17:00:05,62.66,"true"
"P2M0CI230019","1599DDB2","00000000",6226.00,"00014006",35788.00,8.00,9.00,2268.00,"",2018/3/5 17:01:46,61.61,"true"
"P2M0CI230020","159A121E","00000000",6237.00,"00014006",35788.00,9.00,9.00,2252.00,"",2018/3/5 17:03:25,64.04,"true"
"P2M0CI230021","1599DDD5","00000000",6210.00,"00014006",35788.00,9.00,9.00,2224.00,"",2018/3/5 17:05:25,64.07,"true"
"P2M0CI230022","1599DDC9","00000000",6205.00,"00014006",35788.00,9.00,9.00,2229.00,"",2018/3/5 17:08:34,67.95,"true"
"P2M0CI230023","1599EF17","00000000",6249.00,"00014006",35788.00,8.00,9.00,2192.00,"",2018/3/5 17:18:12,78.74,"true"
"P2M0CI230024","1599C4F0","00000000",6225.00,"00014006",35788.00,8.00,9.00,2216.00,"",2018/3/5 17:20:03,77.23,"true"
"P2M0CI230024","","",.00,"",.00,.00,.00,.00,"MAIN_BURNING",2018/3/5 17:21:19,13.05,"false"
"P2M0CI230025","","",.00,"",.00,.00,.00,.00,"MAIN_BURNING",2018/3/5 17:21:53,12.27,"false"
"P2M0CI230025","159A0859","00000000",6243.00,"00014006",35788.00,8.00,9.00,2206.00,"",2018/3/5 17:23:14,63.66,"true"
"P2M0CI230026","159A0876","00000000",6173.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 17:24:47,52.01,"false"
"P2M0CI230026","159A0876","00000000",6176.00,"00014006",35788.00,8.00,9.00,2148.00,"",2018/3/5 17:26:45,66.66,"true"
"P2M0CI230026","159A0835","00000000",6219.00,"00014006",35788.00,256.00,256.00,.00,"MAIN_RADIO",2018/3/5 17:28:32,73.38,"false"
"P2M0CI230026","","",.00,"",.00,.00,.00,.00,"START_BURNING",2018/3/5 17:28:58,9.24,"false"
"P2M0CI230027","159A0835","00000000",6224.00,"00014006",35788.00,9.00,9.00,2048.00,"",2018/3/5 17:30:09,62.63,"true"
"P2M0CI230028","","",.00,"",.00,.00,.00,.00,"START_BURNING",2018/3/5 17:30:53,5.55,"false"
"P2M0CI230028","159A121A","00000000",6224.00,"00014006",35788.00,9.00,9.00,2807.00,"LOWPOWER_MODE",2018/3/5 17:32:07,63.61,"false"
"P2M0CI230028","159A084C","00000000",6192.00,"00014006",35788.00,9.00,9.00,2239.00,"",2018/3/5 17:33:46,69.89,"true"
"P2M0CI230029","159A0815","00000000",6231.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 17:35:18,51.77,"false"
"P2M0CI230029","159A0815","00000000",6242.00,"00014006",35788.00,9.00,9.00,1292.00,"",2018/3/5 17:38:08,76.84,"true"
"P2M0CI230030","1599D0C9","00000000",6223.00,"00014006",35788.00,9.00,9.00,2237.00,"",2018/3/5 17:39:54,66.82,"true"
"P2M0CI230031","159A0845","00000000",6234.00,"00014006",35788.00,8.00,9.00,2107.00,"",2018/3/5 17:42:35,62.10,"true"
"P2M0CI230032","","",.00,"",.00,.00,.00,.00,"START_BURNING",2018/3/5 17:43:19,5.70,"false"
"P2M0CI230032","1599D0FD","00000000",6244.00,"00014006",35788.00,8.00,9.00,49.00,"",2018/3/5 17:44:45,65.34,"true"
"P2M0CI230032","1599D0CD","00000000",6238.00,"00014006",.00,.00,.00,.00,"TEST_BEEP",2018/3/5 17:46:15,46.58,"false"
"P2M0CI230033","1599EF66","00000000",6214.00,"00014006",35788.00,256.00,256.00,.00,"MAIN_RADIO",2018/3/5 17:49:29,73.97,"false"
"P2M0CI230033","1599EF66","00000000",6226.00,"00014006",35788.00,9.00,9.00,2028.00,"",2018/3/5 17:50:48,62.18,"true"
"P2M0CI230034","1599EF5A","00000000",6226.00,"00014006",35788.00,9.00,9.00,2172.00,"",2018/3/5 17:53:32,128.55,"true"
"P2M0CI230035","1599EF22","00000000",6202.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 17:54:59,54.37,"false"
"P2M0CI230035","159A1245","00000000",6196.00,"00014006",35788.00,9.00,9.00,2237.00,"",2018/3/5 17:56:31,73.16,"true"
"P2M0CI230036","1599EF22","00000000",6199.00,"00014006",35788.00,9.00,9.00,2160.00,"",2018/3/5 17:58:00,65.78,"true"
"P2M0CI230037","1599EF6A","00000000",6216.00,"00014006",35786.00,.00,.00,.00,"MAIN_CRYSTAL",2018/3/5 17:59:41,54.50,"false"
"P2M0CI230037","1599EF3C","00000000",6237.00,"00014006",35788.00,8.00,9.00,2286.00,"",2018/3/5 18:02:17,61.78,"true"
"P2M0CI230038","1599D0CD","00000000",6242.00,"00014006",35788.00,8.00,9.00,2188.00,"",2018/3/5 18:07:09,64.58,"true"
"P2M0CI230039","1599D087","00000000",6214.00,"00014006",35788.00,54.00,49.00,.00,"MAIN_RADIO",2018/3/5 18:14:23,57.81,"false"
"P2M0CI230039","","",8.00,"",.00,.00,.00,.00,"GET_VOL",2018/3/5 18:15:37,38.37,"false"
"P2M0CI230039","1599D0C2","00000000",6251.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 18:19:40,207.91,"false"
"P2M0CI230039","1599D0C2","00000000",6270.00,"00014006",35788.00,9.00,9.00,896.00,"",2018/3/5 18:21:40,106.71,"true"
"P2M0CI230039","1599D0C2","00000000",6262.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 18:23:27,55.37,"false"
"P2M0CI230039","1599D0C2","00000000",6249.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 18:24:32,50.87,"false"
"P2M0CI230039","1599D0C2","00000000",6272.00,"00014006",35788.00,9.00,9.00,549.00,"",2018/3/5 18:26:23,62.54,"true"
"P2M0CI230040","1599D0B3","00000000",6222.00,"00014006",.00,.00,.00,.00,"TEST_EXT_IO",2018/3/5 18:28:49,78.60,"false"
"P2M0CI230040","1599D0B3","00000000",6224.00,"00014006",35788.00,8.00,9.00,2122.00,"",2018/3/5 18:30:05,66.69,"true"
"P2M0CI230041","1599D0FE","00000000",6194.00,"00014006",35788.00,8.00,9.00,51.00,"",2018/3/5 18:33:55,61.77,"true"
"P2M0CI230042","1599EF31","00000000",6225.00,"00014006",35788.00,9.00,9.00,2236.00,"",2018/3/5 18:36:21,71.72,"true"
"P2M0CI230043","1599EF4A","00000000",6222.00,"00014006",.00,.00,.00,.00,"TEST_LED",2018/3/5 18:38:26,54.12,"false"
"P2M0CI230043","1599C4E4","00000000",6246.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/5 18:40:28,101.24,"false"
"P2M0CI230043","159A121A","00000000",6225.00,"00014006",35788.00,9.00,9.00,2823.00,"LOWPOWER_MODE",2018/3/5 18:44:35,74.29,"false"
"P2M0CI230043","1599D087","00000000",6232.00,"00014006",.00,.00,.00,.00,"TEST_EXT_IO",2018/3/6 10:12:00,61.62,"false"
"P2M0CI230043","1599D087","00000000",6234.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/6 10:13:09,52.79,"false"
"P2M0CI230043","1599D087","00000000",6229.00,"00014006",35788.00,8.00,9.00,1686.00,"",2018/3/6 10:14:42,63.54,"true"
"P2M0CI230044","1599EF4A","00000000",6227.00,"00014006",.00,.00,.00,.00,"TEST_LED",2018/3/6 10:21:10,100.73,"false"
"P2M0CI230041","1599D0FE","00000000",6199.00,"00014006",35788.00,256.00,256.00,.00,"MAIN_RADIO",2018/3/6 11:30:55,74.75,"false"
"P2M0CI230041","1599D0FE","00000000",6208.00,"00014006",35788.00,8.00,9.00,2166.00,"",2018/3/6 11:32:22,72.22,"true"
"P2M0CI230032","1599D0FD","00000000",6251.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/6 13:45:47,76.45,"false"
"P2M0CI230032","1599D0FD","00000000",6243.00,"00014006",35788.00,9.00,9.00,2117.00,"",2018/3/6 13:48:09,85.96,"true"
"P2M0CI230044","1599C4E4","00000000",6215.00,"00014006",.00,.00,.00,.00,"Main_Auto_Test",2018/3/6 13:53:37,56.21,"false"
"P2M0CI230044","1599C4E4","00000000",6228.00,"00014006",35788.00,9.00,9.00,2204.00,"",2018/3/6 13:54:56,66.83,"true"
"P2M0CI230045","1599D0BB","00000000",6239.00,"00014006",35788.00,8.00,9.00,2181.00,"",2018/3/6 14:07:55,84.24,"true"
"P2M0CI230001","159A0824","00000000",6193.00,"00014006",35788.00,8.00,9.00,2183.00,"",2018/3/6 14:50:50,71.79,"true"
"P2M0CI230011","1599C4F8","00000000",6200.00,"00014006",35788.00,8.00,9.00,2168.00,"",2018/3/6 14:53:25,64.75,"true"
