ID,1,2,3,4,5,6,7,8,9,10,11
1,1.057373047,0.981933594,1.039367676,1.079162598,0.993438721,0.994140625,0.989440918,0.984680176,0.988372803,0.996154785,1.010406494
10,1.004516602,1.040435791,1.042602539,1.040008545,1.027374268,1.011932373,1.022491455,1.025177002,1.036651611,1.018432617,1.02696228
20,1.083190918,1.015106201,1.016448975,1.032226563,1.013031006,1.018737793,1.034576416,1.021636963,1.359985352,1.031738281,1.062667847
30,1.19317627,1.197418213,1.243133545,1.056121826,1.062286377,1.054046631,1.323669434,1.06161499,1.053649902,1.052276611,1.12973938
